NomeProduto,Categoria,Preco
Compressa Fria,Perfumaria,41.18
Ibuprofeno 200mg,Remédios,96.64
Gel Antisséptico,Perfumaria,53.26
Roupas de Compressão,Perfumaria,40.45
Colírio,Remédios,93.7
Pomada Antisséptica,Perfumaria,74.1
Suplemento de Cálcio,Vitaminas,73.19
Suplemento de Ômega 3,Vitaminas,17.36
Suplemento de Magnésio,Vitaminas,81.42
Gaze Esterilizada,Perfumaria,57.95
Colágeno em Pó,Vitaminas,65.13
Protetor Solar,Perfumaria,29.22
Soro Fisiológico,Remédios,92.57
Pomada para Assaduras,Perfumaria,72.61
Ibuprofeno 200mg,Remédios,61.61
Suplemento de Cálcio,Vitaminas,11.64
Roupas de Compressão,Perfumaria,71.2
Suplemento de Cálcio,Vitaminas,13.82
Inalador,Remédios,95.35
Lenços Umedecidos,Perfumaria,68.51
Creme para as Mãos,Perfumaria,60.43
Máscara de Cílios,Perfumaria,61.77
Desodorante,Perfumaria,68.95
Suplemento de Cálcio,Vitaminas,52.08
Band-aid,Perfumaria,98.23
Pomada para Assaduras,Perfumaria,37.97
Inalador,Remédios,12.25
Protetor Solar,Perfumaria,49.45
Soro Fisiológico,Remédios,41.27
Xarope para Tosse,Remédios,84.81
Anti-inflamatório,Remédios,16.93
Fraldas Descartáveis,Perfumaria,76.85
Creme Anti-idade,Perfumaria,28.42
Band-aid,Perfumaria,52.37
Lenços Umedecidos,Perfumaria,54.54
Vitamina C 1000mg,Vitaminas,30.81
Xarope para Tosse,Remédios,79.63
Creme Hidratante,Perfumaria,40.43
Vitamina C 1000mg,Vitaminas,60.49
Cotonetes,Perfumaria,15.84
Soro Fisiológico,Remédios,76.18
Fita Adesiva,Perfumaria,33.74
Desodorante,Perfumaria,25.12
Suplemento de Magnésio,Vitaminas,30.76
Antifúngico,Remédios,82.5
Gaze Esterilizada,Perfumaria,69.77
Soro Fisiológico,Remédios,36.27
Escova de Cabelo,Perfumaria,27.06
Escova de Cabelo,Perfumaria,27.85
Fita Adesiva,Perfumaria,94.58
Ibuprofeno 200mg,Remédios,16.54
Antiácido,Remédios,51.65
Protetor Labial,Perfumaria,64.4
Soro Fisiológico,Remédios,69.66
Suplemento de Magnésio,Vitaminas,32.93
Inalador,Remédios,58.9
Fraldas Descartáveis,Perfumaria,53.04
Lenços Umedecidos,Perfumaria,16.96
Cotonetes,Perfumaria,61.82
Desodorante,Perfumaria,20.46
Desodorante,Perfumaria,78.79
Suplemento de Ômega 3,Vitaminas,62.7
Protetor Solar,Perfumaria,40.02
Antifúngico,Remédios,12.51
Pasta de Dente,Perfumaria,42.98
Colágeno em Pó,Vitaminas,70.4
Inalador,Remédios,72.14
Fita Adesiva,Perfumaria,29.55
Paracetamol 500mg,Remédios,76.98
Suplemento de Ômega 3,Vitaminas,61.79
Antifúngico,Remédios,92.44
Anti-inflamatório,Remédios,92.1
Suplemento de Ômega 3,Vitaminas,89.69
Soro Fisiológico,Remédios,71.85
Aspirina 500mg,Remédios,97.49
Creme para as Mãos,Perfumaria,84.81
Suplemento de Ômega 3,Vitaminas,77.01
Fraldas Descartáveis,Perfumaria,81.0
Fita Adesiva,Perfumaria,75.55
Lenços Umedecidos,Perfumaria,10.0
Fraldas Descartáveis,Perfumaria,42.33
Cotonetes,Perfumaria,20.24
Termômetro de Infravermelho,Perfumaria,62.21
Compressa Fria,Perfumaria,39.14
Pomada para Assaduras,Perfumaria,77.83
Pomada para Artrose,Remédios,47.53
Creme Hidratante,Perfumaria,57.49
Colágeno em Pó,Vitaminas,37.24
Colágeno em Pó,Vitaminas,22.99
Anti-inflamatório,Remédios,86.82
Antifúngico,Remédios,87.54
Suplemento de Magnésio,Vitaminas,76.1
Cotonetes,Perfumaria,16.99
Antiácido,Remédios,73.8
Soro Fisiológico,Remédios,14.19
Escova de Cabelo,Perfumaria,31.27
Antiácido,Remédios,65.89
Lentes de Contato,Perfumaria,63.7
Antialérgico,Remédios,47.55
Pasta de Dente,Perfumaria,35.43
Pomada para Assaduras,Perfumaria,81.68
Pomada Antisséptica,Perfumaria,63.79
Protetor Solar,Perfumaria,29.38
Ibuprofeno 200mg,Remédios,36.05
Máscara de Cílios,Perfumaria,77.06
Antibiótico,Remédios,6.31
Fraldas Descartáveis,Perfumaria,92.8
Aspirina 500mg,Remédios,30.85
Pomada para Artrose,Remédios,31.98
Suplemento de Ômega 3,Vitaminas,40.85
Colírio,Remédios,13.38
Aspirina 500mg,Remédios,46.16
Pomada Antisséptica,Perfumaria,70.15
Paracetamol 500mg,Remédios,58.97
Soro Fisiológico,Remédios,68.61
Suplemento de Magnésio,Vitaminas,9.51
Vitamina C 1000mg,Vitaminas,86.26
Suplemento de Ômega 3,Vitaminas,98.87
Roupas de Compressão,Perfumaria,26.63
Pomada para Assaduras,Perfumaria,26.94
Cotonetes,Perfumaria,33.22
Xarope para Tosse,Remédios,29.97
Pomada para Artrose,Remédios,56.92
Creme Anti-idade,Perfumaria,87.89
Antibiótico,Remédios,12.04
Vitamina C 1000mg,Vitaminas,48.13
Lentes de Contato,Perfumaria,71.79
Termômetro de Infravermelho,Perfumaria,17.81
Inalador,Remédios,78.64
Vitamina C 1000mg,Vitaminas,50.17
Creme Hidratante,Perfumaria,38.43
Fraldas Descartáveis,Perfumaria,34.77
Escova de Dente,Perfumaria,79.12
Inalador,Remédios,84.68
Gel Antisséptico,Perfumaria,7.19
Máscara de Cílios,Perfumaria,33.08
Gaze Esterilizada,Perfumaria,77.42
Suplemento de Magnésio,Vitaminas,97.16
Desodorante,Perfumaria,52.32
Roupas de Compressão,Perfumaria,13.02
Band-aid,Perfumaria,82.04
Desodorante,Perfumaria,30.66
Lentes de Contato,Perfumaria,28.66
Aspirina 500mg,Remédios,47.71
Suplemento de Vitamina D,Vitaminas,19.54
Máscara de Cílios,Perfumaria,39.13
Fita Adesiva,Perfumaria,47.63
Escova de Cabelo,Perfumaria,9.95
Suplemento de Magnésio,Vitaminas,53.99
Xarope para Tosse,Remédios,7.42
Fraldas Descartáveis,Perfumaria,21.28
Roupas de Compressão,Perfumaria,28.77
Suplemento de Ômega 3,Vitaminas,68.6
Termômetro Digital,Perfumaria,85.23
Fita Adesiva,Perfumaria,48.66
Escova de Cabelo,Perfumaria,68.95
Compressa Fria,Perfumaria,6.3
Fraldas Descartáveis,Perfumaria,60.73
Pomada para Artrose,Remédios,65.06
Lenços Umedecidos,Perfumaria,47.7
Pomada para Assaduras,Perfumaria,7.46
Pomada para Artrose,Remédios,54.34
Aspirina 500mg,Remédios,89.52
Escova de Dente,Perfumaria,93.97
Suplemento de Cálcio,Vitaminas,73.39
Pomada Antisséptica,Perfumaria,91.46
Termômetro Digital,Perfumaria,76.14
Antialérgico,Remédios,95.27
Antibiótico,Remédios,96.03
Escova de Cabelo,Perfumaria,97.69
Compressa Fria,Perfumaria,98.44
Fita Adesiva,Perfumaria,53.32
Xarope para Tosse,Remédios,42.96
Escova de Cabelo,Perfumaria,47.43
Ibuprofeno 200mg,Remédios,70.8
Inalador,Remédios,26.11
Antibiótico,Remédios,94.73
Paracetamol 500mg,Remédios,35.59
Anti-inflamatório,Remédios,19.34
Pomada para Artrose,Remédios,23.23
Aspirina 500mg,Remédios,19.74
Creme para as Mãos,Perfumaria,80.75
Suplemento de Cálcio,Vitaminas,16.77
Vitamina C 1000mg,Vitaminas,71.67
Suplemento de Magnésio,Vitaminas,79.4
Suplemento de Ômega 3,Vitaminas,8.98
Antiácido,Remédios,72.65
Antiácido,Remédios,28.27
Ibuprofeno 200mg,Remédios,80.0
Protetor Solar,Perfumaria,47.26
Roupas de Compressão,Perfumaria,69.9
Roupas de Compressão,Perfumaria,46.29
Suplemento de Ômega 3,Vitaminas,53.57
Colágeno em Pó,Vitaminas,19.33
Fita Adesiva,Perfumaria,54.99
Soro Fisiológico,Remédios,92.09
Antialérgico,Remédios,63.56
Roupas de Compressão,Perfumaria,20.53
Lenços Umedecidos,Perfumaria,24.39
Pomada para Assaduras,Perfumaria,50.74
Compressa Fria,Perfumaria,79.37
Antibiótico,Remédios,5.23
Gel Antisséptico,Perfumaria,78.37
Antiácido,Remédios,5.93
Termômetro de Infravermelho,Perfumaria,12.85
Escova de Cabelo,Perfumaria,81.4
Creme Anti-idade,Perfumaria,37.78
Pomada Antisséptica,Perfumaria,8.37
Suplemento de Vitamina D,Vitaminas,85.71
Lenços Umedecidos,Perfumaria,56.32
Paracetamol 500mg,Remédios,7.94
Pomada para Artrose,Remédios,63.16
Termômetro Digital,Perfumaria,70.56
Suplemento de Vitamina D,Vitaminas,17.45
Cotonetes,Perfumaria,6.28
Gaze Esterilizada,Perfumaria,34.98
Creme Hidratante,Perfumaria,20.87
Antialérgico,Remédios,56.21
Antialérgico,Remédios,10.73
Gaze Esterilizada,Perfumaria,50.01
Suplemento de Cálcio,Vitaminas,77.36
Cotonetes,Perfumaria,95.64
Pomada Antisséptica,Perfumaria,42.3
Suplemento de Cálcio,Vitaminas,8.71
Suplemento de Magnésio,Vitaminas,77.18
Xarope para Tosse,Remédios,80.57
Gaze Esterilizada,Perfumaria,27.1
Fraldas Descartáveis,Perfumaria,61.31
Protetor Solar,Perfumaria,99.73
Suplemento de Ômega 3,Vitaminas,94.58
Pomada Antisséptica,Perfumaria,62.93
Termômetro Digital,Perfumaria,63.53
Colírio,Remédios,19.16
Suplemento de Ômega 3,Vitaminas,62.0
Cotonetes,Perfumaria,16.96
Vitamina C 1000mg,Vitaminas,89.87
Creme Anti-idade,Perfumaria,80.38
Escova de Cabelo,Perfumaria,16.1
Aspirina 500mg,Remédios,49.23
Xarope para Tosse,Remédios,83.61
Xarope para Tosse,Remédios,19.71
Compressa Fria,Perfumaria,43.36
Antiácido,Remédios,74.64
Pomada Antisséptica,Perfumaria,35.25
Vitamina C 1000mg,Vitaminas,6.69
Band-aid,Perfumaria,65.2
Antiácido,Remédios,60.2
Creme Hidratante,Perfumaria,42.23
Cotonetes,Perfumaria,22.6
Ibuprofeno 200mg,Remédios,99.59
Soro Fisiológico,Remédios,69.67
Creme Hidratante,Perfumaria,14.33
Antialérgico,Remédios,14.78
Ibuprofeno 200mg,Remédios,54.53
Roupas de Compressão,Perfumaria,64.2
Desodorante,Perfumaria,21.9
Roupas de Compressão,Perfumaria,45.42
Suplemento de Vitamina D,Vitaminas,24.16
Aspirina 500mg,Remédios,64.46
Pasta de Dente,Perfumaria,11.07
Antiácido,Remédios,81.77
Escova de Dente,Perfumaria,57.28
Suplemento de Ômega 3,Vitaminas,67.67
Suplemento de Cálcio,Vitaminas,38.73
Escova de Dente,Perfumaria,39.21
Creme Hidratante,Perfumaria,22.87
Anti-inflamatório,Remédios,50.5
Anti-inflamatório,Remédios,51.47
Protetor Labial,Perfumaria,55.51
Gaze Esterilizada,Perfumaria,93.44
Paracetamol 500mg,Remédios,45.52
Compressa Fria,Perfumaria,71.14
Fraldas Descartáveis,Perfumaria,72.05
Antiácido,Remédios,10.8
Pomada Antisséptica,Perfumaria,51.56
Desodorante,Perfumaria,19.25
Gaze Esterilizada,Perfumaria,21.79
Desodorante,Perfumaria,92.89
Protetor Solar,Perfumaria,9.27
Paracetamol 500mg,Remédios,69.29
Pomada para Assaduras,Perfumaria,86.82
Suplemento de Magnésio,Vitaminas,80.81
Colírio,Remédios,71.92
Fraldas Descartáveis,Perfumaria,7.02
Antiácido,Remédios,54.46
Antialérgico,Remédios,75.55
Antiácido,Remédios,10.28
Protetor Solar,Perfumaria,80.74
Protetor Labial,Perfumaria,18.13
Suplemento de Ômega 3,Vitaminas,83.2
Suplemento de Ômega 3,Vitaminas,22.72
Cotonetes,Perfumaria,71.51
Paracetamol 500mg,Remédios,43.33
Suplemento de Vitamina D,Vitaminas,43.57
Lenços Umedecidos,Perfumaria,88.47
Protetor Solar,Perfumaria,22.79
Pomada para Assaduras,Perfumaria,39.67
Colírio,Remédios,79.61
Antiácido,Remédios,7.15
Antiácido,Remédios,16.32
Termômetro de Infravermelho,Perfumaria,32.56
Antifúngico,Remédios,25.7
Suplemento de Ômega 3,Vitaminas,60.42
Xarope para Tosse,Remédios,87.36
Termômetro de Infravermelho,Perfumaria,34.41
Cotonetes,Perfumaria,88.74
Termômetro Digital,Perfumaria,14.34
Suplemento de Cálcio,Vitaminas,66.01
Gel Antisséptico,Perfumaria,24.82
Pomada para Assaduras,Perfumaria,79.5
Soro Fisiológico,Remédios,59.94
Paracetamol 500mg,Remédios,9.36
Antialérgico,Remédios,41.16
Antibiótico,Remédios,18.49
Fita Adesiva,Perfumaria,19.17
Protetor Labial,Perfumaria,67.15
Máscara de Cílios,Perfumaria,95.7
Pasta de Dente,Perfumaria,53.02
Pomada para Assaduras,Perfumaria,79.09
Lenços Umedecidos,Perfumaria,43.65
Suplemento de Ômega 3,Vitaminas,70.0
Antifúngico,Remédios,20.12
Creme para as Mãos,Perfumaria,42.35
Xarope para Tosse,Remédios,38.32
Termômetro de Infravermelho,Perfumaria,59.09
Lenços Umedecidos,Perfumaria,9.43
Escova de Dente,Perfumaria,21.87
Lentes de Contato,Perfumaria,54.82
Compressa Fria,Perfumaria,56.97
Pomada para Artrose,Remédios,89.89
Fita Adesiva,Perfumaria,32.87
Roupas de Compressão,Perfumaria,80.33
Protetor Labial,Perfumaria,16.52
Gel Antisséptico,Perfumaria,40.0
Compressa Fria,Perfumaria,82.13
Paracetamol 500mg,Remédios,96.16
Pomada para Assaduras,Perfumaria,41.85
Creme Hidratante,Perfumaria,97.97
Desodorante,Perfumaria,98.66
Gaze Esterilizada,Perfumaria,90.09
Compressa Fria,Perfumaria,23.73
Suplemento de Magnésio,Vitaminas,97.56
Escova de Dente,Perfumaria,52.63
Band-aid,Perfumaria,38.01
Compressa Fria,Perfumaria,64.16
Compressa Fria,Perfumaria,20.59
Anti-inflamatório,Remédios,17.69
Compressa Fria,Perfumaria,61.05
Protetor Solar,Perfumaria,64.2
Suplemento de Cálcio,Vitaminas,55.43
Pomada para Assaduras,Perfumaria,33.78
Suplemento de Vitamina D,Vitaminas,37.51
Creme para as Mãos,Perfumaria,75.08
Creme para as Mãos,Perfumaria,46.65
Pomada para Artrose,Remédios,12.75
Máscara de Cílios,Perfumaria,78.95
Vitamina C 1000mg,Vitaminas,87.17
Creme Hidratante,Perfumaria,43.56
Protetor Labial,Perfumaria,44.29
Creme Hidratante,Perfumaria,46.82
Suplemento de Magnésio,Vitaminas,14.88
Protetor Solar,Perfumaria,54.0
Colágeno em Pó,Vitaminas,84.27
Antiácido,Remédios,57.8
Suplemento de Vitamina D,Vitaminas,65.66
Protetor Labial,Perfumaria,96.58
Inalador,Remédios,84.99
Máscara de Cílios,Perfumaria,64.89
Vitamina C 1000mg,Vitaminas,43.78
Antiácido,Remédios,83.83
Pomada Antisséptica,Perfumaria,89.9
Pomada para Assaduras,Perfumaria,97.75
Suplemento de Magnésio,Vitaminas,77.74
Inalador,Remédios,38.51
Fraldas Descartáveis,Perfumaria,9.75
Paracetamol 500mg,Remédios,24.85
Colírio,Remédios,45.1
Ibuprofeno 200mg,Remédios,57.82
Creme Anti-idade,Perfumaria,52.42
Lenços Umedecidos,Perfumaria,81.64
Roupas de Compressão,Perfumaria,18.34
Creme para as Mãos,Perfumaria,28.5
Máscara de Cílios,Perfumaria,59.11
Vitamina C 1000mg,Vitaminas,54.34
Desodorante,Perfumaria,71.28
Suplemento de Cálcio,Vitaminas,97.44
Vitamina C 1000mg,Vitaminas,24.81
Roupas de Compressão,Perfumaria,24.53
Suplemento de Ômega 3,Vitaminas,33.04
Fraldas Descartáveis,Perfumaria,85.82
Inalador,Remédios,79.88
Fraldas Descartáveis,Perfumaria,12.94
Fraldas Descartáveis,Perfumaria,17.28
Termômetro Digital,Perfumaria,80.35
Colírio,Remédios,87.69
Pomada Antisséptica,Perfumaria,73.94
Máscara de Cílios,Perfumaria,76.08
Gel Antisséptico,Perfumaria,28.65
Colírio,Remédios,70.27
Colírio,Remédios,83.53
Antialérgico,Remédios,34.75
Roupas de Compressão,Perfumaria,13.57
Pasta de Dente,Perfumaria,46.06
Protetor Labial,Perfumaria,46.84
Protetor Labial,Perfumaria,18.39
Antiácido,Remédios,10.32
Soro Fisiológico,Remédios,99.33
Escova de Cabelo,Perfumaria,81.07
Gaze Esterilizada,Perfumaria,55.16
Antiácido,Remédios,95.75
Inalador,Remédios,60.15
Colírio,Remédios,76.47
Ibuprofeno 200mg,Remédios,6.12
Xarope para Tosse,Remédios,68.3
Inalador,Remédios,49.7
Máscara de Cílios,Perfumaria,58.58
Protetor Solar,Perfumaria,52.23
Pasta de Dente,Perfumaria,24.1
Escova de Dente,Perfumaria,55.67
Anti-inflamatório,Remédios,83.94
Ibuprofeno 200mg,Remédios,23.59
Antibiótico,Remédios,7.47
Antibiótico,Remédios,89.95
Anti-inflamatório,Remédios,29.2
Antibiótico,Remédios,98.96
Antibiótico,Remédios,94.08
Escova de Cabelo,Perfumaria,19.44
Inalador,Remédios,76.31
Antialérgico,Remédios,35.69
Suplemento de Magnésio,Vitaminas,37.38
Pomada Antisséptica,Perfumaria,8.93
Suplemento de Ômega 3,Vitaminas,10.21
Antifúngico,Remédios,48.97
Protetor Labial,Perfumaria,60.26
Antiácido,Remédios,93.91
Pasta de Dente,Perfumaria,90.06
Máscara de Cílios,Perfumaria,7.85
Cotonetes,Perfumaria,31.48
Termômetro Digital,Perfumaria,9.51
Termômetro Digital,Perfumaria,20.34
Gel Antisséptico,Perfumaria,25.41
Gel Antisséptico,Perfumaria,15.42
Creme Anti-idade,Perfumaria,43.5
Colírio,Remédios,29.42
Protetor Solar,Perfumaria,60.6
Máscara de Cílios,Perfumaria,77.11
Suplemento de Magnésio,Vitaminas,44.13
Suplemento de Ômega 3,Vitaminas,87.48
Compressa Fria,Perfumaria,65.08
Ibuprofeno 200mg,Remédios,12.08
Antialérgico,Remédios,36.66
Pasta de Dente,Perfumaria,84.06
Antifúngico,Remédios,9.99
Antibiótico,Remédios,83.47
Pomada Antisséptica,Perfumaria,13.77
Roupas de Compressão,Perfumaria,63.98
Ibuprofeno 200mg,Remédios,82.09
Band-aid,Perfumaria,96.17
Creme Hidratante,Perfumaria,81.28
Máscara de Cílios,Perfumaria,91.2
Pomada Antisséptica,Perfumaria,35.15
Antifúngico,Remédios,30.65
Desodorante,Perfumaria,67.32
Colírio,Remédios,6.5
Colírio,Remédios,34.43
Suplemento de Ômega 3,Vitaminas,71.16
Colírio,Remédios,69.72
Escova de Dente,Perfumaria,10.28
Compressa Fria,Perfumaria,14.76
Gel Antisséptico,Perfumaria,22.28
Inalador,Remédios,31.24
Protetor Solar,Perfumaria,9.03
Cotonetes,Perfumaria,71.95
Colágeno em Pó,Vitaminas,84.7
Protetor Solar,Perfumaria,59.79
Protetor Labial,Perfumaria,38.99
Cotonetes,Perfumaria,88.22
Lenços Umedecidos,Perfumaria,71.51
Creme Hidratante,Perfumaria,54.96
Antiácido,Remédios,11.98
Compressa Fria,Perfumaria,38.55
Compressa Fria,Perfumaria,12.56
Suplemento de Vitamina D,Vitaminas,15.12
Ibuprofeno 200mg,Remédios,31.91
Creme para as Mãos,Perfumaria,50.55
Escova de Cabelo,Perfumaria,83.95
Escova de Dente,Perfumaria,49.71
Protetor Solar,Perfumaria,19.35
Suplemento de Vitamina D,Vitaminas,25.47
Aspirina 500mg,Remédios,60.77
Suplemento de Magnésio,Vitaminas,25.91
Colágeno em Pó,Vitaminas,95.39
Fita Adesiva,Perfumaria,19.89
Antibiótico,Remédios,71.66
Gel Antisséptico,Perfumaria,17.33
Paracetamol 500mg,Remédios,70.41
Creme Anti-idade,Perfumaria,29.5
Suplemento de Magnésio,Vitaminas,26.53
Band-aid,Perfumaria,39.78
Suplemento de Cálcio,Vitaminas,25.42
Suplemento de Vitamina D,Vitaminas,90.41
Suplemento de Vitamina D,Vitaminas,76.58
Creme Hidratante,Perfumaria,17.81
Creme para as Mãos,Perfumaria,19.68
Suplemento de Ômega 3,Vitaminas,65.76
Antibiótico,Remédios,12.5
Aspirina 500mg,Remédios,39.11
Antifúngico,Remédios,95.12
Roupas de Compressão,Perfumaria,91.07
Pasta de Dente,Perfumaria,38.02
Fraldas Descartáveis,Perfumaria,55.8
Termômetro de Infravermelho,Perfumaria,68.33
Ibuprofeno 200mg,Remédios,14.15
Cotonetes,Perfumaria,66.54
Compressa Fria,Perfumaria,68.87
Colírio,Remédios,88.57
Lenços Umedecidos,Perfumaria,33.36
Suplemento de Magnésio,Vitaminas,41.38
Creme Hidratante,Perfumaria,25.17
Protetor Solar,Perfumaria,71.12
Lentes de Contato,Perfumaria,29.34
Desodorante,Perfumaria,86.76
Creme Hidratante,Perfumaria,88.41
Suplemento de Magnésio,Vitaminas,97.71
Antialérgico,Remédios,78.21
Antifúngico,Remédios,73.44
Gaze Esterilizada,Perfumaria,8.54
Máscara de Cílios,Perfumaria,30.9
Creme Hidratante,Perfumaria,85.89
Roupas de Compressão,Perfumaria,38.05
Lentes de Contato,Perfumaria,82.39
Suplemento de Cálcio,Vitaminas,55.52
Anti-inflamatório,Remédios,62.23
Roupas de Compressão,Perfumaria,44.54
Lentes de Contato,Perfumaria,54.78
Paracetamol 500mg,Remédios,6.64
Fraldas Descartáveis,Perfumaria,61.41
Suplemento de Cálcio,Vitaminas,31.27
Cotonetes,Perfumaria,15.85
Band-aid,Perfumaria,54.83
Termômetro Digital,Perfumaria,34.83
Suplemento de Cálcio,Vitaminas,62.44
Creme Hidratante,Perfumaria,8.16
Colírio,Remédios,73.21
Aspirina 500mg,Remédios,48.17
Gel Antisséptico,Perfumaria,35.05
Termômetro de Infravermelho,Perfumaria,32.22
Desodorante,Perfumaria,89.19
Suplemento de Cálcio,Vitaminas,89.45
Xarope para Tosse,Remédios,55.95
Cotonetes,Perfumaria,51.44
Pomada para Assaduras,Perfumaria,75.19
Antialérgico,Remédios,38.9
Antibiótico,Remédios,22.96
Termômetro Digital,Perfumaria,6.32
Creme para as Mãos,Perfumaria,92.84
Protetor Solar,Perfumaria,58.2
Escova de Dente,Perfumaria,98.76
Desodorante,Perfumaria,85.64
Antifúngico,Remédios,47.38
Suplemento de Ômega 3,Vitaminas,7.18
Pomada para Artrose,Remédios,76.91
Suplemento de Magnésio,Vitaminas,53.79
Suplemento de Magnésio,Vitaminas,18.07
Creme Anti-idade,Perfumaria,43.37
Pasta de Dente,Perfumaria,40.26
Colírio,Remédios,17.79
Creme Hidratante,Perfumaria,6.46
Desodorante,Perfumaria,5.33
Creme para as Mãos,Perfumaria,39.5
Aspirina 500mg,Remédios,28.55
Band-aid,Perfumaria,20.65
Inalador,Remédios,38.49
Fita Adesiva,Perfumaria,89.75
Protetor Solar,Perfumaria,49.82
Fraldas Descartáveis,Perfumaria,97.88
Roupas de Compressão,Perfumaria,66.74
Desodorante,Perfumaria,95.03
Protetor Labial,Perfumaria,97.28
Antifúngico,Remédios,24.52
Xarope para Tosse,Remédios,53.91
Vitamina C 1000mg,Vitaminas,76.88
Suplemento de Vitamina D,Vitaminas,90.14
Pomada para Artrose,Remédios,53.24
Desodorante,Perfumaria,55.78
Antibiótico,Remédios,39.64
Soro Fisiológico,Remédios,40.25
Gaze Esterilizada,Perfumaria,80.39
Soro Fisiológico,Remédios,45.62
Gaze Esterilizada,Perfumaria,95.8
Desodorante,Perfumaria,6.86
Antibiótico,Remédios,66.14
Creme Hidratante,Perfumaria,10.92
Pomada para Assaduras,Perfumaria,49.5
Desodorante,Perfumaria,32.27
Termômetro de Infravermelho,Perfumaria,20.51
Termômetro de Infravermelho,Perfumaria,80.89
Compressa Fria,Perfumaria,47.17
Desodorante,Perfumaria,11.16
Colírio,Remédios,32.23
Termômetro de Infravermelho,Perfumaria,24.21
Compressa Fria,Perfumaria,55.99
Ibuprofeno 200mg,Remédios,86.15
Gaze Esterilizada,Perfumaria,16.11
Soro Fisiológico,Remédios,38.08
Anti-inflamatório,Remédios,7.48
Anti-inflamatório,Remédios,75.75
Xarope para Tosse,Remédios,46.29
Termômetro de Infravermelho,Perfumaria,27.91
Lenços Umedecidos,Perfumaria,73.71
Antialérgico,Remédios,96.11
Gel Antisséptico,Perfumaria,25.91
Gel Antisséptico,Perfumaria,16.16
Creme para as Mãos,Perfumaria,13.83
Compressa Fria,Perfumaria,31.52
Gaze Esterilizada,Perfumaria,10.17
Termômetro Digital,Perfumaria,37.37
Desodorante,Perfumaria,9.18
Colágeno em Pó,Vitaminas,37.88
Aspirina 500mg,Remédios,37.7
Escova de Cabelo,Perfumaria,48.56
Máscara de Cílios,Perfumaria,51.11
Antialérgico,Remédios,21.77
Escova de Dente,Perfumaria,80.96
Ibuprofeno 200mg,Remédios,24.75
Suplemento de Magnésio,Vitaminas,13.69
Inalador,Remédios,63.94
Escova de Dente,Perfumaria,54.51
Lenços Umedecidos,Perfumaria,58.18
Roupas de Compressão,Perfumaria,86.49
Pomada para Artrose,Remédios,87.5
Band-aid,Perfumaria,35.61
Escova de Dente,Perfumaria,50.41
Desodorante,Perfumaria,14.83
Colágeno em Pó,Vitaminas,6.97
Pomada Antisséptica,Perfumaria,75.1
Protetor Solar,Perfumaria,45.75
Pomada Antisséptica,Perfumaria,38.96
Roupas de Compressão,Perfumaria,54.22
Pomada para Artrose,Remédios,56.62
Compressa Fria,Perfumaria,19.53
Pomada para Artrose,Remédios,36.36
Escova de Dente,Perfumaria,53.13
Band-aid,Perfumaria,49.57
Antiácido,Remédios,8.77
Protetor Labial,Perfumaria,62.94
Colágeno em Pó,Vitaminas,13.27
Termômetro de Infravermelho,Perfumaria,43.95
Aspirina 500mg,Remédios,9.37
Antialérgico,Remédios,45.39
Pomada Antisséptica,Perfumaria,39.0
Suplemento de Vitamina D,Vitaminas,57.55
Pasta de Dente,Perfumaria,56.38
Creme Anti-idade,Perfumaria,84.86
Band-aid,Perfumaria,7.58
Protetor Solar,Perfumaria,44.19
Xarope para Tosse,Remédios,53.03
Lenços Umedecidos,Perfumaria,6.49
Suplemento de Ômega 3,Vitaminas,70.37
Protetor Solar,Perfumaria,29.37
Antibiótico,Remédios,90.78
Pasta de Dente,Perfumaria,98.15
Pasta de Dente,Perfumaria,79.63
Creme para as Mãos,Perfumaria,14.65
Cotonetes,Perfumaria,52.25
Escova de Dente,Perfumaria,46.81
Anti-inflamatório,Remédios,92.61
Desodorante,Perfumaria,14.72
Termômetro de Infravermelho,Perfumaria,41.52
Antifúngico,Remédios,68.3
Pasta de Dente,Perfumaria,94.38
Termômetro Digital,Perfumaria,75.56
Band-aid,Perfumaria,40.38
Suplemento de Magnésio,Vitaminas,13.73
Gel Antisséptico,Perfumaria,50.29
Pasta de Dente,Perfumaria,94.54
Desodorante,Perfumaria,48.44
Antiácido,Remédios,44.68
Suplemento de Magnésio,Vitaminas,76.12
Suplemento de Ômega 3,Vitaminas,6.71
Compressa Fria,Perfumaria,40.57
Suplemento de Ômega 3,Vitaminas,88.8
Protetor Solar,Perfumaria,32.98
Soro Fisiológico,Remédios,81.55
Anti-inflamatório,Remédios,7.23
Lenços Umedecidos,Perfumaria,81.4
Escova de Dente,Perfumaria,83.59
Suplemento de Magnésio,Vitaminas,41.62
Gaze Esterilizada,Perfumaria,75.85
Paracetamol 500mg,Remédios,80.14
Aspirina 500mg,Remédios,50.73
Termômetro Digital,Perfumaria,49.31
Lenços Umedecidos,Perfumaria,54.17
Band-aid,Perfumaria,74.08
Pomada para Artrose,Remédios,86.06
Termômetro Digital,Perfumaria,38.59
Fita Adesiva,Perfumaria,21.02
Aspirina 500mg,Remédios,60.61
Escova de Dente,Perfumaria,33.08
Compressa Fria,Perfumaria,56.36
Band-aid,Perfumaria,55.07
Pomada para Assaduras,Perfumaria,83.42
Pomada Antisséptica,Perfumaria,65.42
Termômetro Digital,Perfumaria,14.25
